address,isHostedBySuperhost,location/lat,location/lng,name,numberOfGuests,pricing/rate/amount,roomType,stars,map_link
"Aamwala, Uttarakhand, India",TRUE,30.36688,77.9941,"Div Estate: Wedding Venue (Aamwala, Dehradun)",10,12601,Farm stay,4.6,"https://www.google.com/maps?q=30.36688,77.9941"
"Abu Road, Rajasthan, India",FALSE,24.53351,72.79282,ChaCha Villa,12,11082,Entire bungalow,4.8,"https://www.google.com/maps?q=24.53351,72.79282"
"Achrol, Rajasthan, India",FALSE,27.13538,75.96086,The Foothills Villas -  A nature's home in Aravali,16,11722,Farm stay,4.6,"https://www.google.com/maps?q=27.13538,75.96086"
"Agra, Uttar Pradesh, India",TRUE,27.14421,78.04574,Two rooms set with rooftop garden,4,10481,Private room in home,4.6,"https://www.google.com/maps?q=27.14421,78.04574"
"Ahmedabad, Gujarat, India",FALSE,23.071,72.557,Recently Renovated Bungalow in the Heart of City,16,10481,Entire bungalow,4.6,"https://www.google.com/maps?q=23.071,72.557"
"Ahmedabad, Gujarat, India",FALSE,23.01665,72.37177,Kalhaar blues&greens Luxurious golf Villa(entire),6,12541,Entire bungalow,4.8,"https://www.google.com/maps?q=23.01665,72.37177"
"Alappuzha, Kerala, India",FALSE,9.50274,76.35192,Angel Boat House 4 Bedroom,8,11421,Houseboat,4.6,"https://www.google.com/maps?q=9.50274,76.35192"
"Alappuzha, Kerala, India",FALSE,9.46028,76.36189,Luxury five bedroom private houseboat,15,12468,Boat,5.0,"https://www.google.com/maps?q=9.46028,76.36189"
"Alappuzha, Kerala, India",FALSE,9.54289,76.35456,The Rain- 3BR Luxiries w/Breakfast and Kayaking,9,12515,Private room in villa,4.6,"https://www.google.com/maps?q=9.54289,76.35456"
"Alappuzha, Kerala, India",FALSE,9.47909,76.38724,Spice Routes Houseboats - Pepper,4,11534,Houseboat,4.6,"https://www.google.com/maps?q=9.47909,76.38724"
"Alappuzha, Kerala, India",FALSE,9.46065,76.39451,Spice Routes Houseboat- Saffron,2,12541,Houseboat,4.6,"https://www.google.com/maps?q=9.46065,76.39451"
"Alappuzha, Kerala, India",FALSE,9.54264,76.35528,"The Rain 4BHK w/Breakfast, Kayaking & Infinty Pool",12,12548,Entire villa,4.9,"https://www.google.com/maps?q=9.54264,76.35528"
"Alappuzha, Kerala, India",FALSE,9.46949,76.38729,Spice Routes Houseboats - Cinnamon,6,12698,Houseboat,4.6,"https://www.google.com/maps?q=9.46949,76.38729"
"Alappuzha, Kerala, India",FALSE,9.4925,76.39202,Spice Routes Houseboats - Clove,6,11698,Houseboat,4.6,"https://www.google.com/maps?q=9.4925,76.39202"
"Aldona, Goa, India",TRUE,15.59977,73.87164,4 Bhk Heritage home with big Pool-The Aldona House,10,10722,Entire home,4.9,"https://www.google.com/maps?q=15.59977,73.87164"
"Alibag, Maharashtra, India",FALSE,18.791,72.882,"Arabella, 4BR Luxury Pool Villa Near Mandwa Jetty",16,10458,Entire villa,4.7,"https://www.google.com/maps?q=18.791,72.882"
"Alibag, Maharashtra, India",FALSE,18.60635,72.90085,Pvt Resort with Pool at Nagaon Beach.,16,10469,Entire vacation home,4.6,"https://www.google.com/maps?q=18.60635,72.90085"
"Alibag, Maharashtra, India",FALSE,18.66683,72.87466,Private Villa in Alibaug-Mazzo Reef,4,12481,Entire home/apt,4.6,"https://www.google.com/maps?q=18.66683,72.87466"
"Alibag, Maharashtra, India",TRUE,18.72961,72.88579,Kapadia Bunglow,10,12481,Entire bungalow,4.9,"https://www.google.com/maps?q=18.72961,72.88579"
"Alibag, Maharashtra, India",FALSE,18.73712,72.87669,"The Goan Pool Villa, Amidst Mother Nature, Alibag",12,12498,Farm stay,4.1,"https://www.google.com/maps?q=18.73712,72.87669"
"Alibag, Maharashtra, India",TRUE,18.65748,72.87744,Frangipani by Hireavilla-5BR Lux Estate in Alibaug,15,12701,Entire home,4.5,"https://www.google.com/maps?q=18.65748,72.87744"
"Alibag, Maharashtra, India",FALSE,18.65904,72.87707,StayVista at Casa Bella- Luxury Villa W/Sea View,16,10842,Entire villa,4.0,"https://www.google.com/maps?q=18.65904,72.87707"
"Alibag, Maharashtra, India",FALSE,18.64594,72.89102,coconut villa 3 bhk,12,13804,Entire villa,4.7,"https://www.google.com/maps?q=18.64594,72.89102"
"Almora, Uttarakhand, India",FALSE,29.70544,79.74828,Nine Furlongs - Kakarkot - The Forest Bungalow,4,11532,Private room in nature lodge,4.6,"https://www.google.com/maps?q=29.70544,79.74828"
"Alto Porvorim, Goa, India",TRUE,15.51944,73.81883,Serviced Apartments w Pool & Breakfast for upto 12,12,12133,Room in serviced apartment,5.0,"https://www.google.com/maps?q=15.51944,73.81883"
"Ambelim, Goa, India",FALSE,15.17409,73.97429,Heritage-Portuguese Luxurious Villa in South Goa,16,10902,Entire villa,4.7,"https://www.google.com/maps?q=15.17409,73.97429"
"Amritsar, Punjab, India",FALSE,31.693,74.811,Spring Gardens & Farmstay Amritsar,16,10481,Farm stay,5.0,"https://www.google.com/maps?q=31.693,74.811"
"Amritsar, Punjab, India",FALSE,31.6253,74.8819,Walking Distance  to Golden Temple,2,48079,Room in hotel,3.8,"https://www.google.com/maps?q=31.6253,74.8819"
"Anjuna, Goa, India",FALSE,15.58744,73.74278,Pura Vida II by Hireavilla-3BR w Pool in Anjuna,9,11392,Entire villa,4.8,"https://www.google.com/maps?q=15.58744,73.74278"
"Anjuna, Goa, India",FALSE,15.60248,73.74889,LaZamora | Pool | 2.5 KM Beach | WI-FI | Anjuna,6,10399,Entire home,4.7,"https://www.google.com/maps?q=15.60248,73.74889"
"Anjuna, Goa, India",FALSE,15.583,73.759,Frangipani Villa In Idyllic Laid Back Anjuna Goa,6,12405,Entire villa,4.9,"https://www.google.com/maps?q=15.583,73.759"
"Anjuna, Goa, India",FALSE,15.58818,73.75156,Individual Luxurious 5BHK PrivatePool Villa Anjuna,15,10409,Entire villa,4.7,"https://www.google.com/maps?q=15.58818,73.75156"
"Anjuna, Goa, India",FALSE,15.603,73.752,LaViola-3bhk Lovely Private Pool Villa with Genset,7,12410,Entire home,4.7,"https://www.google.com/maps?q=15.603,73.752"
"Anjuna, Goa, India",FALSE,15.60231,73.74936,LaZamora-3bhk Lavish Villa with Private Pool,7,11411,Entire villa,4.7,"https://www.google.com/maps?q=15.60231,73.74936"
"Anjuna, Goa, India",FALSE,15.60369,73.74936,LaZamora-3bhk Serene Private Pool Villa in Vagator,6,12411,Entire home,4.7,"https://www.google.com/maps?q=15.60369,73.74936"
"Anjuna, Goa, India",FALSE,15.6036,73.7503,LaZamora-3bhk Pvt pool villa with garden & terrace,6,10411,Entire home,4.7,"https://www.google.com/maps?q=15.6036,73.7503"
"Anjuna, Goa, India",FALSE,15.60411,73.75029,LaZamora | Jacuzzi | Genset | WI-FI | Anjuna,6,10411,Entire home,5.0,"https://www.google.com/maps?q=15.60411,73.75029"
"Anjuna, Goa, India",FALSE,15.58452,73.74153,Serene Seven Frangipanni Villas Anjuna,12,12443,Entire home,5.0,"https://www.google.com/maps?q=15.58452,73.74153"
"Anjuna, Goa, India",FALSE,15.6,73.747,LaSierra | 3bhk | Cosy Pvt Pool Villa | Breakfast,7,11468,Entire home,4.9,"https://www.google.com/maps?q=15.6,73.747"
"Anjuna, Goa, India",FALSE,15.5877,73.765,Serene Flores French Style Boutique Villa,12,10553,Entire villa,4.7,"https://www.google.com/maps?q=15.5877,73.765"
"Anjuna, Goa, India",TRUE,15.59174168,73.76814341,Rah - 5 BHK Luxury Villa by Vio Stays in Assagao,13,10600,Entire home,4.7,"https://www.google.com/maps?q=15.59174168,73.76814341"
"Anjuna, Goa, India",FALSE,15.5804,73.75759,Pura Vida I by Hireavilla-5BR w Pvt pool in Anjuna,15,12771,Entire villa,4.9,"https://www.google.com/maps?q=15.5804,73.75759"
"Anjuna, Goa, India",FALSE,15.57058,73.7415,Private Beach Touch Villa,4,11902,Entire villa,4.7,"https://www.google.com/maps?q=15.57058,73.7415"
"Anjuna, Goa, India",FALSE,15.58917,73.75996,Azara Serenidad 5BHK Private Pool Villa in Anjuna,10,11185,Entire villa,4.7,"https://www.google.com/maps?q=15.58917,73.75996"
"Arambol, Goa, India",TRUE,15.64017,73.71949,Exotic beachfront 6BR private pool Ashvem,16,11518,Entire bungalow,4.8,"https://www.google.com/maps?q=15.64017,73.71949"
"Arpora, Goa, India",FALSE,15.55209,73.75725,6BHK Opulent Luxury Villa with private pool @ Baga,12,12481,Entire villa,4.7,"https://www.google.com/maps?q=15.55209,73.75725"
"Arpora, Goa, India",FALSE,15.57131,73.75704,"Villa Arcadia 6BHK : Jacuzzi, Pool, Garden",14,12644,Entire villa,4.7,"https://www.google.com/maps?q=15.57131,73.75704"
"Arpora, Goa, India",TRUE,15.535,73.767,Stunning Luxury 16 bedroom Villa + Private Pool,16,13172,Entire villa,4.7,"https://www.google.com/maps?q=15.535,73.767"
"Arpora, Goa, India",FALSE,15.54944,73.7637,"Paloma, Baale Resort Goa, Luxury 3 Bedroom Villa",8,12385,Private room in resort,4.3,"https://www.google.com/maps?q=15.54944,73.7637"
"Arpora, Goa, India",FALSE,15.54762,73.76425,"Koi, Baale Resort Goa, Luxury 4 Bedroom Villa",10,13529,Private room in resort,4.3,"https://www.google.com/maps?q=15.54762,73.76425"
"Aru, India",FALSE,34.09091,75.26407,Pahalgham Cottage Next to the River,10,11782,Entire cottage,4.8,"https://www.google.com/maps?q=34.09091,75.26407"
"Aryad South, Kerala, India",TRUE,9.52124,76.35633,9bedroom premium houseboat,16,12728,Houseboat,4.6,"https://www.google.com/maps?q=9.52124,76.35633"
"Ashapura, Nasirabad , India",FALSE,26.29586,74.73548,Peeli Kothi is ideal 4 shooting with heritagelook,2,14405,Farm stay,4.6,"https://www.google.com/maps?q=26.29586,74.73548"
"Ashvem Beach, Goa, India",TRUE,15.64196,73.71895,Private cottages - Beachfront boutique resort,14,12463,Hut,4.6,"https://www.google.com/maps?q=15.64196,73.71895"
"Assagao, Goa, India",FALSE,15.59958,73.77469,Indo - Portuguese Villa in Assagao,7,11147,Entire villa,4.6,"https://www.google.com/maps?q=15.59958,73.77469"
"Assagao, Goa, India",TRUE,15.60216,73.78241,"4 BHK, A Perfect Luxury Villa, Assagaon-Amanassa 1",10,11426,Entire villa,4.8,"https://www.google.com/maps?q=15.60216,73.78241"
"Assagao, Goa, India",FALSE,15.59817,73.7845,Daaya Luxury Private Pool 3BHK Villa at Assagao,6,10451,Entire villa,4.7,"https://www.google.com/maps?q=15.59817,73.7845"
"Assagao, Goa, India",TRUE,15.601,73.783,Luxe 5 BR heritage pool villa,10,10457,Entire villa,4.8,"https://www.google.com/maps?q=15.601,73.783"
"Assagao, Goa, India",FALSE,15.59308,73.77637,Luxurious 5BHK Villa With a Caretaker in Assagao,15,11498,Entire villa,4.9,"https://www.google.com/maps?q=15.59308,73.77637"
"Assagao, Goa, India",FALSE,15.602,73.783,The Project Cafe - Portuguese Villa,13,12541,Entire villa,4.7,"https://www.google.com/maps?q=15.602,73.783"
"Assagao, Goa, India",FALSE,15.59117,73.77654,Luxurious 5BHK Villa With a Caretaker in Assagao,15,11623,Entire villa,4.3,"https://www.google.com/maps?q=15.59117,73.77654"
"Assagao, Goa, India",FALSE,15.60493,-73.75071,Villa Evora by Lohono Stays,10,11640,Entire villa,4.7,"https://www.google.com/maps?q=15.60493,-73.75071"
"Assagao, Goa, India",FALSE,15.59765,73.77297,Assagao Bay: Luxury Villa by the Rose Nomad,8,11842,Entire villa,4.7,"https://www.google.com/maps?q=15.59765,73.77297"
"Assagao, Goa, India",FALSE,15.59992,73.77924,8 to 14 BR | Luxury | Single Key | Top Location,16,15209,Entire villa,4.7,"https://www.google.com/maps?q=15.59992,73.77924"
"Assonora, Goa, India",FALSE,15.62133,73.89804,Valley Meadows Farm,16,12022,Room in boutique hotel,4.9,"https://www.google.com/maps?q=15.62133,73.89804"
"Aundholi, Maharashtra, India",FALSE,18.70868,73.46052,9bhk Vibhati Resort  for Large group And Events.,16,11567,Private room in resort,4.3,"https://www.google.com/maps?q=18.70868,73.46052"
"Awas, Maharashtra, India",FALSE,18.76514,72.87878,StayVista - Pranaam - 6Bhk Luxury Alibaug,15,12912,Entire villa,4.7,"https://www.google.com/maps?q=18.76514,72.87878"
"Awas, Maharashtra, India",TRUE,18.76034,72.88551,10 BHK Luxury Villa w Pool - Modern Cottage Style,16,13325,Entire villa,4.9,"https://www.google.com/maps?q=18.76034,72.88551"
"Baga, Goa, India",FALSE,15.55843,73.75666,Cute 3 Bedroom Villa 300m from Baga Beach,6,11129,Entire villa,4.5,"https://www.google.com/maps?q=15.55843,73.75666"
"Baga, Goa, India",FALSE,15.56485,73.74799,The Baga Villa Private Pool 5BHK,15,11481,Entire villa,4.7,"https://www.google.com/maps?q=15.56485,73.74799"
"Baga, Goa, India",FALSE,15.55641,73.75528,Luxurious 5BHK Private Pool BEACH Villa @ BAGA,15,10490,Entire villa,3.3,"https://www.google.com/maps?q=15.55641,73.75528"
"Baga, Goa, India",FALSE,15.56983,73.75897,Serenity: 6BHK  Luxury Villa Pool/Parking (Baga),14,12601,Entire villa,4.8,"https://www.google.com/maps?q=15.56983,73.75897"
"Baga, Goa, India",FALSE,15.56546,73.7483,5BHK Private Pool La Baga Villa at Baga,12,11601,Entire villa,4.7,"https://www.google.com/maps?q=15.56546,73.7483"
"Baga, Goa, India",FALSE,15.56965,73.75761,Celebration: 6BHK Luxury Villa - Pool/Jaccuzi/Bar,14,12661,Entire villa,5.0,"https://www.google.com/maps?q=15.56965,73.75761"
"Bagalur, Tamil Nadu, India",FALSE,12.85945,77.87615,Gruham By Chazing Purple,10,11421,Farm stay,4.6,"https://www.google.com/maps?q=12.85945,77.87615"
"Bagru, Rajasthan, India",FALSE,26.78134,75.52838,Haveli Anirudh 7 BR with Pool near Jaipur,16,12524,Farm stay,4.6,"https://www.google.com/maps?q=26.78134,75.52838"
"Bani Park, Rajasthan, India",FALSE,26.925,75.801,Wedding @ Bungalow with Garden & Pool,16,12481,Castle,4.6,"https://www.google.com/maps?q=26.925,75.801"
"Banjar, Himachal Pradesh, India",FALSE,31.63839,77.34503,Deluxe Room,3,12822,Room in hotel,3.8,"https://www.google.com/maps?q=31.63839,77.34503"
"Barashiv, Maharashtra, India",FALSE,18.49095,72.90269,O'NEST By The Beach 8bhk villa with private pool,16,10481,Private room in resort,4.3,"https://www.google.com/maps?q=18.49095,72.90269"
"Barashiv, Maharashtra, India",FALSE,18.48283,72.90424,6BHK Private Villa with Infinity pool and Sea view,16,11203,Entire villa,4.7,"https://www.google.com/maps?q=18.48283,72.90424"
"Bardez, Goa, India",FALSE,15.59979,73.73982,Boutique 6BHK wit PrivatePool-PartyArea in Vagator,16,10605,Entire villa,4.7,"https://www.google.com/maps?q=15.59979,73.73982"
"BARDEZ, Goa, India",FALSE,15.52367,73.84667,6 Room Villa in Britona on the Mandovi River,10,11722,Entire villa,4.6,"https://www.google.com/maps?q=15.52367,73.84667"
"Bengaluru, Karnataka, India",FALSE,13.13812,77.53386,Mi Casa by Chazing Purple,10,11481,Farm stay,3.3,"https://www.google.com/maps?q=13.13812,77.53386"
"Bengaluru, Karnataka, India",FALSE,13.18346,77.57569,"Surabhi Villa, off Airport Road, Bangalore",10,10481,Entire home,5.0,"https://www.google.com/maps?q=13.18346,77.57569"
"Bengaluru, Karnataka, India",FALSE,12.86523,77.58067,"4x2BHK for weddings, haldi, mehndi, sangeet, 40pax",16,12481,Entire condo,5.0,"https://www.google.com/maps?q=12.86523,77.58067"
"Bengaluru, Karnataka, India",FALSE,12.78803,77.66133,White Escape Sky Villa Penthouse,15,12577,Entire rental unit,4.7,"https://www.google.com/maps?q=12.78803,77.66133"
"Bengaluru, Karnataka, India",FALSE,13.12752,77.56391,Luxury PoolSide Heritage Villa in Lap of Nature,16,10882,Private room in resort,4.3,"https://www.google.com/maps?q=13.12752,77.56391"
"Bengaluru, Karnataka, India",FALSE,13.06573,77.4722,Aalaya by Happy Retreats - Weddings-Family Getaway,15,14209,Farm stay,4.6,"https://www.google.com/maps?q=13.06573,77.4722"
"Bhandar Gaon, Uttarakhand, India",FALSE,30.40678,78.08064,Luxury Garden Villa Dehradun,11,10527,Entire villa,4.7,"https://www.google.com/maps?q=30.40678,78.08064"
"Bhilar, Maharashtra, India",FALSE,17.91247,73.76019,Palatial Palace,16,11481,Entire villa,4.7,"https://www.google.com/maps?q=17.91247,73.76019"
"Bhimtal, Uttarakhand, India",FALSE,29.35864,79.53659,Luxury at the lap of nature at Anantvilas!,6,12481,Private room in chalet,4.6,"https://www.google.com/maps?q=29.35864,79.53659"
"Bhuntar, Himachal Pradesh, India",FALSE,32.01248,77.29114,Aman Palace Guest House Kasol With Super Deluxe Room,3,14274,Room in hotel,3.8,"https://www.google.com/maps?q=32.01248,77.29114"
"Bhuntar, Himachal Pradesh, India",FALSE,32.01204,77.2909,Aman Palace Guest House Kasol With Deluxe Room,2,15274,Room in hotel,3.8,"https://www.google.com/maps?q=32.01204,77.2909"
"Bhuntar, Himachal Pradesh, India",FALSE,31.88656,77.14467,Shabashe,1,18684,Shared room in rental unit,4.6,"https://www.google.com/maps?q=31.88656,77.14467"
"Bijainagar, Rajasthan, India",FALSE,25.913,74.591,Bijay Niwas Palace  - A Heritage hotel,15,12722,Room in heritage hotel,4.8,"https://www.google.com/maps?q=25.913,74.591"
"Bini, Himachal Pradesh, India",FALSE,31.64675,77.34611,The Blue Sheep Tirthan,2,10421,Room in hotel,3.8,"https://www.google.com/maps?q=31.64675,77.34611"
"Brittona, Goa, India",TRUE,15.52537,73.84675,"Lux 2 Villa's with 2 cooks, Private Pool & Car",16,11754,Entire villa,4.7,"https://www.google.com/maps?q=15.52537,73.84675"
"Bujra, Rajasthan, India",FALSE,24.561,73.637,8 rooms @Castle Oodeypore,16,11962,Private room in castle,4.6,"https://www.google.com/maps?q=24.561,73.637"
"Calangute, Goa, India",FALSE,15.52981,73.76372,4 BHK SUPER LUXURY APARTMENT @ CANDOLIM,10,10430,Entire serviced apartment,4.8,"https://www.google.com/maps?q=15.52981,73.76372"
"Calangute, Goa, India",FALSE,15.53669,73.7588,Lovely wooden cottage at Calungute,3,10455,Room in boutique hotel,4.9,"https://www.google.com/maps?q=15.53669,73.7588"
"Calangute, Goa, India",FALSE,15.56914,73.75654,9 Bedroom villa with swimming pool @ Baga River,16,12490,Entire villa,4.7,"https://www.google.com/maps?q=15.56914,73.75654"
"Calangute, Goa, India",TRUE,15.535,73.766,Elevate your next Adventure at Villa Calangute Goa,16,11502,Entire home,4.7,"https://www.google.com/maps?q=15.535,73.766"
"Calangute, Goa, India",TRUE,15.535,73.768,Exquisite 9 Bedroom Family Style Mansion with Pool,16,10531,Entire home,5.0,"https://www.google.com/maps?q=15.535,73.768"
"Calangute, Goa, India",TRUE,15.533,73.762,7BHK Beach Villa with Private Pool,16,12545,Entire villa,4.9,"https://www.google.com/maps?q=15.533,73.762"
"Calangute, Goa, India",FALSE,15.53583,73.77486,Summertime - an award winning luxury villa in Goa,7,10577,Entire place,4.7,"https://www.google.com/maps?q=15.53583,73.77486"
"Calangute, Goa, India",FALSE,15.53888,73.76503,The Baga Beach Villa 5BHK with Private Pool,15,10601,Entire villa,4.7,"https://www.google.com/maps?q=15.53888,73.76503"
"Calangute, Goa, India",FALSE,15.54714,73.7644,6BHK PRIVATE POOL BEACH VILLA @ BAGA,14,10661,Entire villa,4.7,"https://www.google.com/maps?q=15.54714,73.7644"
"Calangute, Goa, India",TRUE,15.53535,73.7681,6-10BR Priv. Villa + POOL | B'FAST | STAFF | COOK,16,12680,Entire villa,4.7,"https://www.google.com/maps?q=15.53535,73.7681"
"Calangute, Goa, India",TRUE,15.54855,73.75427,"Art -inspired , Designer Calangute Beach Villa",16,11782,Entire villa,4.7,"https://www.google.com/maps?q=15.54855,73.75427"
"Calangute, Goa, India",FALSE,15.54723,73.76524,6BHK Celebrity Ultra Luxury Villa at Baga,14,12842,Entire villa,4.7,"https://www.google.com/maps?q=15.54723,73.76524"
"Calangute, Goa, India",FALSE,15.5351,73.75755,Beachfront 6+1BDR Luxury Villa With Private Pool.,12,12897,Entire home,4.8,"https://www.google.com/maps?q=15.5351,73.75755"
"Calangute, Goa, India",FALSE,15.53091,73.76345,"Hamsa Villas, Candolim Beach, Goa (Casa Sea Esta)",12,12082,Entire villa,4.7,"https://www.google.com/maps?q=15.53091,73.76345"
"Calangute, Goa, India",FALSE,15.537,73.768,CALANGUTE 2BHK NO:8,8,14007,Entire rental unit,4.3,"https://www.google.com/maps?q=15.537,73.768"
"Canacona, Goa, India",TRUE,14.96574,74.04822,Pvt pool-villa getaway 200m from Galgibaga beach,7,12421,Entire villa,5.0,"https://www.google.com/maps?q=14.96574,74.04822"
"Canacona, Goa, India",TRUE,14.9939,74.0571,"6 BHK Villa W/pool,wifi- LuaCheia,canacona , Goa",13,13220,Entire villa,4.7,"https://www.google.com/maps?q=14.9939,74.0571"
"Candolim, Goa, India",TRUE,15.51,73.774,Serenidad - 3BHK penthouse with private terrace!,8,12148,Entire serviced apartment,4.7,"https://www.google.com/maps?q=15.51,73.774"
"Candolim, Goa, India",TRUE,15.527,73.786,Whitehouse by Hireavilla - 3BR w Valley View,9,10399,Entire villa,5.0,"https://www.google.com/maps?q=15.527,73.786"
"Candolim, Goa, India",FALSE,15.53,73.766,LookNoMore 5br Pool Villa Candolim Beach 600m,13,11409,Entire villa,4.7,"https://www.google.com/maps?q=15.53,73.766"
"Candolim, Goa, India",TRUE,15.519,73.775,"3BD Pool Villa w/cook,5 Mins to Candolim Beach",8,11416,Entire villa,4.9,"https://www.google.com/maps?q=15.519,73.775"
"Candolim, Goa, India",FALSE,15.51391,73.76975,4BHK Lilac Villa with a private pool @ Candolim,10,11421,Entire villa,4.7,"https://www.google.com/maps?q=15.51391,73.76975"
"Candolim, Goa, India",FALSE,15.51987,73.76753,Serene Garden 3Bed,8,12421,Entire villa,4.7,"https://www.google.com/maps?q=15.51987,73.76753"
"Candolim, Goa, India",FALSE,15.52422,73.77366,8 BHK Luxury Villa With Private Pool - Candolim,16,12426,Entire villa,4.7,"https://www.google.com/maps?q=15.52422,73.77366"
"Candolim, Goa, India",FALSE,15.51548,73.77375,The Marine Beach Villa,12,10433,Entire villa,4.7,"https://www.google.com/maps?q=15.51548,73.77375"
"Candolim, Goa, India",FALSE,15.51186,73.76857,4BHK Rosette Villa with Private Pool at Candolim,10,11457,Entire villa,4.7,"https://www.google.com/maps?q=15.51186,73.76857"
"Candolim, Goa, India",FALSE,15.52701,73.76575,Premium 8BR villa w private pool nr candolim beach,16,11474,Entire villa,4.7,"https://www.google.com/maps?q=15.52701,73.76575"
"Candolim, Goa, India",FALSE,15.51924,73.76495,"Luxury Serviced Beach House on Candolim Beach, Goa",9,11480,Entire villa,4.4,"https://www.google.com/maps?q=15.51924,73.76495"
